image	bicycle	bird	bottle	car	chair	diningtable	dog	person	pottedplant	sofa	
00010254	0.231594	0.006611	0.559837	0.230256	0.368625	0.567418	0.646606	0.372262	0.265400	0.280588	
00010255	0.488898	0.597302	0.415146	0.700548	0.809937	0.757666	0.990235	0.870161	0.468041	0.992242	
00010256	0.624060	0.659176	0.905680	0.980993	0.060680	0.110493	0.813094	0.644492	0.219315	0.905118	
00010257	0.679136	0.580006	0.305143	0.163515	0.090751	0.735379	0.913359	0.454459	0.897129	0.664735	
00010258	0.395515	0.909952	0.649770	0.630785	0.805586	0.533138	0.559122	0.013881	0.199225	0.608654	
00010259	0.367437	0.636006	0.288782	0.641791	0.546981	0.464071	0.312863	0.249593	0.660386	0.573590	
00010260	0.987982	0.525561	0.255251	0.636527	0.895124	0.594426	0.443957	0.655018	0.218100	0.238636	
00010261	0.037739	0.259623	0.358183	0.987215	0.186859	0.983212	0.265958	0.502548	0.659992	0.310073	
00010262	0.885168	0.051171	0.805918	0.386914	0.832461	0.365178	0.142716	0.413653	0.275306	0.439033	
00010263	0.913287	0.731950	0.538927	0.261725	0.062640	0.275456	0.767052	0.764934	0.429994	0.469388	
00010264	0.796184	0.164291	0.590064	0.457809	0.600030	0.327956	0.609008	0.251085	0.985953	0.537927	
00010265	0.098712	0.280397	0.231142	0.114374	0.060072	0.887818	0.217773	0.251088	0.098248	0.876020	
00010266	0.261871	0.259427	0.101946	0.358105	0.233533	0.775767	0.469354	0.494722	0.770165	0.458618	
00010267	0.335357	0.547096	0.644644	0.785349	0.219706	0.231675	0.794679	0.979458	0.970088	0.652098	
00010268	0.679728	0.541268	0.980139	0.305116	0.259250	0.650618	0.586073	0.728426	0.116974	0.996936	
00010269	0.136553	0.788113	0.101722	0.730674	0.599285	0.031860	0.913567	0.137977	0.692504	0.081475	
00010270	0.721227	0.869606	0.187866	0.645078	0.694915	0.975115	0.752013	0.619927	0.628838	0.410274	
00010271	0.106762	0.787541	0.009385	0.839366	0.922128	0.114792	0.809329	0.741047	0.331220	0.579304	
00010272	0.653757	0.969428	0.838303	0.520610	0.655575	0.142389	0.727014	0.345735	0.637100	0.778463	
00010273	0.494174	0.180468	0.481342	0.381409	0.633643	0.719137	0.845382	0.309252	0.628919	0.314927	
00010274	0.779052	0.930599	0.468530	0.619245	0.401798	0.327901	0.615888	0.224964	0.235425	0.324709	
00010275	0.715037	0.045152	0.908550	0.604760	0.357842	0.677925	0.613520	0.175661	0.672649	0.183647	
00010276	0.903721	0.240646	0.417147	0.535555	0.453988	0.101735	0.009681	0.032526	0.277286	0.140623	
00010277	0.890923	0.008855	0.544138	0.730112	0.838934	0.559869	0.563145	0.128339	0.928071	0.175783	
00010278	0.334163	0.671594	0.699009	0.376313	0.390013	0.122771	0.854077	0.805668	0.709540	0.237699	
00010279	0.698746	0.904813	0.079050	0.121742	0.889676	0.250905	0.451891	0.146990	0.475194	0.251059	
00010280	0.197810	0.572416	0.509416	0.366922	0.811448	0.570175	0.338306	0.974322	0.411152	0.709238	
00010281	0.030541	0.155461	0.486898	0.810780	0.822252	0.008883	0.085169	0.192074	0.764715	0.535198	
00010282	0.744074	0.502367	0.855880	0.897704	0.864895	0.468463	0.894883	0.506303	0.302781	0.801617	
00010283	0.500022	0.567733	0.614405	0.346714	0.338745	0.294044	0.444706	0.221444	0.944842	0.434473	
00010284	0.479922	0.188272	0.117415	0.015903	0.063264	0.259341	0.893582	0.490566	0.491291	0.357716	
00010285	0.904722	0.324196	0.606873	0.028783	0.266863	0.519479	0.527175	0.429187	0.679662	0.211890	
00010286	0.609867	0.716037	0.164180	0.849642	0.092570	0.501066	0.453006	0.006008	0.323180	0.889260	
00010287	0.617666	0.552929	0.399026	0.939559	0.671310	0.064558	0.014136	0.195933	0.385046	0.044643	
00010288	0.859442	0.142282	0.532357	0.762706	0.944915	0.484831	0.267827	0.758725	0.524811	0.322837	
00010289	0.805489	0.380364	0.875211	0.965803	0.656309	0.819297	0.798663	0.319211	0.152919	0.146807	
00010290	0.576722	0.396569	0.659039	0.492718	0.416360	0.659665	0.205368	0.352278	0.517635	0.601924	
00010291	0.182922	0.576742	0.787626	0.554943	0.241606	0.194152	0.642817	0.672012	0.437963	0.924084	
00010292	0.239932	0.019402	0.126025	0.652237	0.350991	0.958870	0.693671	0.600297	0.746731	0.406751	
00010293	0.886512	0.577580	0.524974	0.973129	0.699740	0.953934	0.097073	0.412402	0.959863	0.970524	
00010294	0.028674	0.932196	0.899480	0.903730	0.488717	0.906896	0.739346	0.799843	0.441818	0.416944	
00010295	0.489901	0.106873	0.109084	0.025045	0.820372	0.381069	0.976107	0.689342	0.969402	0.956619	
00010296	0.167927	0.732150	0.634571	0.574323	0.329963	0.641791	0.757398	0.966088	0.500143	0.453912	
00010297	0.978681	0.970523	0.080846	0.729376	0.094067	0.820315	0.206543	0.888797	0.212697	0.078839	
00010298	0.712694	0.608886	0.411232	0.151670	0.831762	0.416961	0.175012	0.611868	0.509047	0.720365	
00010299	0.500472	0.719666	0.712634	0.049482	0.426678	0.717820	0.910822	0.964914	0.047927	0.197646	
00010300	0.471088	0.302752	0.100422	0.534939	0.256950	0.832303	0.269600	0.468473	0.743396	0.736882	
00010301	0.059619	0.459022	0.809947	0.039868	0.605893	0.669396	0.189431	0.592310	0.005781	0.598928	
00010302	0.681972	0.048029	0.637809	0.499980	0.577125	0.556997	0.435446	0.382125	0.564097	0.129291	
00010303	0.042431	0.385352	0.898069	0.210334	0.961447	0.959815	0.912408	0.802254	0.248332	0.090966	
00010304	0.071445	0.361716	0.621821	0.475991	0.063378	0.894698	0.190121	0.413260	0.439926	0.672016	
00010305	0.521650	0.287584	0.414607	0.654049	0.719434	0.125927	0.709019	0.268350	0.812817	0.430134	
00010306	0.096730	0.816713	0.647558	0.048973	0.902009	0.453215	0.763644	0.258287	0.839036	0.256008	
00010307	0.818149	0.450528	0.489269	0.858313	0.195184	0.303367	0.272146	0.774833	0.970591	0.395530	
00010308	0.817547	0.806633	0.093755	0.039508	0.897668	0.126961	0.295074	0.707115	0.547061	0.309478	
00010309	0.722440	0.790173	0.637323	0.640555	0.821606	0.320432	0.961221	0.432492	0.269746	0.337559	
00010310	0.149865	0.282958	0.950262	0.506435	0.665945	0.369398	0.213397	0.365192	0.012840	0.520239	
00010311	0.659605	0.068309	0.476376	0.577116	0.656676	0.857049	0.380588	0.870907	0.500773	0.229869	
00010312	0.518595	0.054931	0.602805	0.879055	0.535542	0.180934	0.667731	0.746899	0.246700	0.995732	
00010313	0.972975	0.637523	0.591483	0.184353	0.148039	0.099291	0.374159	0.293565	0.434995	0.060946	
00010314	0.648991	0.424286	0.225262	0.201457	0.615373	0.017634	0.683131	0.267431	0.012028	0.353774	
00010315	0.800331	0.905531	0.668433	0.131960	0.373915	0.797860	0.975320	0.474663	0.608512	0.282678	
00010316	0.453798	0.417321	0.156552	0.822207	0.438733	0.256535	0.668924	0.187585	0.273785	0.435083	
00010317	0.432392	0.154058	0.774251	0.735343	0.599165	0.359831	0.697433	0.464467	0.908675	0.351124	
00010318	0.825314	0.539999	0.213053	0.893488	0.877969	0.808530	0.247502	0.932090	0.857943	0.826298	
00010319	0.083470	0.937091	0.169124	0.159685	0.115913	0.566247	0.872526	0.522797	0.428508	0.501897	
00010320	0.133171	0.660955	0.725753	0.422292	0.985740	0.782076	0.776567	0.589556	0.218209	0.344108	
00010321	0.173389	0.394657	0.256189	0.628908	0.857254	0.487805	0.140081	0.869481	0.538659	0.892501	
00010322	0.390938	0.258991	0.162767	0.596781	0.441606	0.441566	0.252782	0.438153	0.684917	0.490638	
00010323	0.831380	0.847912	0.625777	0.295739	0.831620	0.337946	0.557080	0.322969	0.723052	0.969416	
00010324	0.803364	0.945056	0.250747	0.782024	0.292645	0.054782	0.509845	0.755181	0.371545	0.712228	
00010325	0.060471	0.377000	0.262978	0.381772	0.510936	0.692343	0.976013	0.839699	0.669237	0.881669	
00010326	0.399258	0.067280	0.843928	0.984771	0.751237	0.017722	0.779914	0.578100	0.194843	0.586973	
00010327	0.526876	0.181582	0.397421	0.205128	0.380327	0.421418	0.242948	0.666557	0.263577	0.415728	
00010328	0.416799	0.575748	0.104579	0.779750	0.266267	0.881376	0.088680	0.455468	0.615617	0.632981	
00010329	0.656860	0.185885	0.193854	0.845020	0.262604	0.001480	0.803446	0.121224	0.666451	0.423361	
00010330	0.627973	0.291448	0.363070	0.461285	0.582624	0.500703	0.703194	0.479982	0.542481	0.299947	
00010331	0.291984	0.461664	0.874534	0.679125	0.443121	0.754797	0.925652	0.551048	0.392035	0.767389	
00010332	0.431651	0.346977	0.599770	0.797155	0.446479	0.675507	0.402484	0.519770	0.914552	0.831083	
00010333	0.015487	0.318166	0.258113	0.235575	0.978698	0.181102	0.255174	0.552880	0.273261	0.819042	
00010334	0.984064	0.459915	0.358428	0.752230	0.791361	0.996023	0.739929	0.300617	0.084796	0.273952	
00010335	0.167168	0.235895	0.887540	0.920062	0.211472	0.891461	0.405613	0.382022	0.160988	0.806865	
00010336	0.106216	0.027752	0.900531	0.994638	0.948571	0.695988	0.539227	0.386576	0.033020	0.443866	
00010337	0.372410	0.658453	0.447952	0.882963	0.058551	0.102007	0.158754	0.293036	0.762395	0.423441	
00010338	0.198118	0.158804	0.268851	0.503402	0.023948	0.871677	0.969613	0.008495	0.658191	0.737421	
00010339	0.489688	0.802663	0.553815	0.005880	0.208484	0.908354	0.565562	0.231599	0.062167	0.971298	
00010340	0.339493	0.408580	0.178848	0.015086	0.294285	0.906082	0.130138	0.184684	0.117271	0.712011	
00010341	0.951630	0.327392	0.859702	0.095937	0.366028	0.567137	0.531001	0.757295	0.789488	0.486917	
00010342	0.920332	0.746015	0.231976	0.786960	0.850064	0.408238	0.237427	0.794765	0.423373	0.864690	
00010343	0.052677	0.746352	0.168105	0.553593	0.941759	0.100638	0.860023	0.311464	0.367694	0.211456	
00010344	0.737858	0.173955	0.026723	0.719519	0.063799	0.543877	0.919890	0.388733	0.771118	0.712366	
00010345	0.269119	0.117545	0.322431	0.228478	0.409576	0.440186	0.585039	0.233897	0.800498	0.343832	
00010346	0.422836	0.174038	0.555165	0.012692	0.947449	0.630545	0.340987	0.455257	0.403401	0.154517	
00010347	0.547871	0.627409	0.824529	0.120224	0.222861	0.214494	0.994179	0.939028	0.384311	0.700376	
00010348	0.942737	0.841890	0.804248	0.632978	0.047566	0.639810	0.681116	0.818457	0.238203	0.923978	
00010349	0.417744	0.510083	0.024408	0.015211	0.007223	0.968420	0.178858	0.408714	0.330135	0.778445	
00010350	0.983052	0.165764	0.371506	0.940266	0.219968	0.697213	0.235844	0.716087	0.511144	0.900061	
00010351	0.301455	0.714305	0.491870	0.999566	0.673441	0.884165	0.736397	0.031690	0.934347	0.355621	
00010352	0.701099	0.907037	0.466052	0.378219	0.131855	0.926836	0.555456	0.833840	0.350725	0.036825	
00010353	0.666339	0.218538	0.041714	0.895206	0.704347	0.945260	0.039626	0.928836	0.956506	0.856714	
00010354	0.539126	0.870961	0.617002	0.590050	0.384885	0.517882	0.557155	0.037862	0.363871	0.340059	
00010355	0.698106	0.211836	0.578033	0.835056	0.362164	0.178178	0.975225	0.444646	0.504770	0.738436	
00010356	0.666528	0.836665	0.298809	0.482346	0.962599	0.821974	0.708834	0.810248	0.234084	0.457516	
00010357	0.178132	0.859302	0.435666	0.059441	0.087569	0.048909	0.966406	0.072500	0.755836	0.148424	
00010358	0.128014	0.523377	0.136633	0.460336	0.255661	0.129157	0.899624	0.334473	0.792943	0.776950	
00010359	0.999080	0.477363	0.299721	0.318711	0.412618	0.931925	0.580171	0.207682	0.077796	0.315709	
00010360	0.171121	0.889883	0.761375	0.910160	0.703928	0.280907	0.713341	0.882576	0.928766	0.109247	
00010361	0.032601	0.065076	0.035303	0.897861	0.747978	0.944096	0.843687	0.757996	0.795778	0.984823	
00010362	0.561200	0.509456	0.269500	0.651168	0.037437	0.684338	0.688287	0.283226	0.581647	0.321059	
00010363	0.881867	0.620798	0.996269	0.246053	0.781344	0.674147	0.162470	0.479338	0.069615	0.985905	
00010364	0.669175	0.733567	0.446946	0.234025	0.316968	0.376699	0.140398	0.748164	0.646938	0.186687	
00010365	0.190433	0.229996	0.152785	0.548435	0.414422	0.868100	0.345576	0.327006	0.176630	0.299872	
00010366	0.368917	0.021872	0.886228	0.392823	0.087903	0.558541	0.812737	0.296608	0.175441	0.971548	
00010367	0.460726	0.138989	0.031380	0.754795	0.349376	0.303373	0.004961	0.851844	0.440876	0.892916	
00010368	0.981638	0.769507	0.116035	0.392573	0.129424	0.849239	0.237734	0.563188	0.206667	0.662807	
00010369	0.156405	0.969765	0.250855	0.265421	0.304327	0.784557	0.031866	0.376571	0.819915	0.653798	
00010370	0.855523	0.386794	0.759675	0.346891	0.946217	0.970628	0.676943	0.092562	0.775007	0.354361	
00010371	0.644765	0.993428	0.898310	0.934263	0.770128	0.978249	0.851611	0.473123	0.461763	0.696091	
00010372	0.376272	0.326393	0.223420	0.373853	0.821307	0.603268	0.769413	0.672121	0.918841	0.521184	
00010373	0.190924	0.137161	0.673299	0.482526	0.114783	0.014928	0.576447	0.405600	0.761700	0.252074	
00010374	0.428253	0.384754	0.818786	0.238215	0.203311	0.256933	0.268798	0.649827	0.546909	0.351785	
00010375	0.482022	0.562636	0.948930	0.531249	0.592598	0.310051	0.916119	0.968575	0.212815	0.180081	
00010376	0.120612	0.633835	0.874315	0.210122	0.010691	0.227289	0.836647	0.170650	0.557397	0.687245	
00010377	0.589507	0.541606	0.393736	0.295207	0.271813	0.722565	0.930324	0.126446	0.117336	0.188135	
00010378	0.226188	0.314993	0.936962	0.531986	0.660901	0.649138	0.886399	0.915053	0.952256	0.869215	
00010379	0.384619	0.159327	0.436896	0.507584	0.200750	0.929584	0.764557	0.723024	0.762017	0.355015	
00010380	0.582986	0.152616	0.162523	0.499121	0.685722	0.543996	0.607904	0.664929	0.428051	0.726448	
00010381	0.251806	0.136951	0.309821	0.911498	0.107286	0.441847	0.747671	0.830991	0.515304	0.844146	
00010382	0.290441	0.709803	0.681109	0.730343	0.446995	0.640230	0.298199	0.611784	0.273790	0.862741	
00010383	0.617091	0.464864	0.934055	0.899712	0.127040	0.220179	0.721261	0.285825	0.003607	0.955557	
00010384	0.265281	0.113271	0.947389	0.804925	0.519775	0.049502	0.901460	0.049035	0.819698	0.875645	
00010385	0.824376	0.700879	0.599083	0.447934	0.256774	0.210454	0.044069	0.863034	0.801325	0.403570	
00010386	0.982663	0.179986	0.948874	0.235006	0.159931	0.864190	0.342488	0.060943	0.722623	0.229722	
00010387	0.730249	0.803668	0.404018	0.067124	0.421715	0.110842	0.238401	0.487475	0.033266	0.471945	
00010388	0.343877	0.513956	0.041032	0.284199	0.558692	0.964972	0.070693	0.633971	0.645090	0.450442	
00010389	0.584069	0.548438	0.293826	0.431738	0.300660	0.403663	0.448427	0.718358	0.564815	0.479097	
00010390	0.107769	0.207845	0.031939	0.455124	0.735579	0.182369	0.070638	0.352212	0.004427	0.176926	
00010391	0.906308	0.784589	0.864513	0.979352	0.340175	0.562838	0.904038	0.713236	0.991879	0.380337	
00010392	0.879654	0.526490	0.432546	0.926906	0.044692	0.412363	0.451075	0.530343	0.933658	0.367165	
00010393	0.817761	0.571023	0.092809	0.597574	0.408185	0.788408	0.527844	0.188670	0.751605	0.426258	
00010394	0.260728	0.422041	0.137792	0.583680	0.322181	0.077033	0.971393	0.120186	0.712284	0.235588	
00010395	0.594356	0.721156	0.241971	0.113072	0.358314	0.027241	0.798676	0.645035	0.514586	0.628798	
00010396	0.022513	0.073138	0.223009	0.399200	0.054220	0.841852	0.524462	0.133506	0.034859	0.078477	
00010397	0.425259	0.594862	0.867740	0.942879	0.748508	0.120679	0.319554	0.782469	0.757321	0.871482	
00010398	0.312719	0.861977	0.764177	0.214325	0.079738	0.952648	0.838203	0.187491	0.235562	0.280681	
00010399	0.161485	0.448801	0.344714	0.170452	0.292543	0.612170	0.061059	0.550517	0.483527	0.497385	
00010400	0.178766	0.652577	0.384780	0.346885	0.416568	0.263514	0.205267	0.624142	0.258570	0.113210	
00010401	0.422886	0.303473	0.594865	0.620189	0.699782	0.696480	0.284192	0.695422	0.013188	0.663917	
00010402	0.094229	0.607440	0.535121	0.435735	0.229094	0.526419	0.733000	0.861535	0.653047	0.572061	
00010403	0.598524	0.278902	0.333556	0.415828	0.798983	0.628979	0.570368	0.550685	0.397703	0.143033	
00010404	0.470924	0.799562	0.854683	0.285196	0.760793	0.620644	0.623925	0.921112	0.421693	0.079082	
00010405	0.695949	0.796169	0.265644	0.905089	0.340753	0.720116	0.256719	0.066643	0.204539	0.504123	
00010406	0.699888	0.954087	0.933940	0.682778	0.231032	0.045182	0.169570	0.963292	0.793551	0.528812	
00010407	0.638531	0.444338	0.389834	0.104263	0.708782	0.805834	0.239347	0.864858	0.709411	0.753652	
00010408	0.033604	0.456883	0.683065	0.083478	0.406447	0.394447	0.091035	0.048364	0.075897	0.741302	
00010409	0.068806	0.599817	0.275010	0.013394	0.944985	0.165014	0.854844	0.659325	0.870766	0.177271	
00010410	0.319600	0.842622	0.027958	0.918762	0.653688	0.897292	0.879460	0.903409	0.417148	0.300499	
00010411	0.530864	0.031200	0.940613	0.367573	0.103404	0.892340	0.691378	0.202481	0.033345	0.289447	
00010412	0.654446	0.187270	0.533970	0.422025	0.780798	0.845070	0.236391	0.129017	0.388666	0.784847	
00010413	0.407619	0.943594	0.671173	0.575710	0.697469	0.597013	0.615784	0.623958	0.906804	0.241127	
00010414	0.819981	0.947922	0.607535	0.186023	0.107780	0.417742	0.311367	0.024083	0.519547	0.547621	
00010415	0.718359	0.452984	0.750873	0.022226	0.206342	0.557039	0.451896	0.335645	0.607442	0.218012	
00010416	0.968649	0.810833	0.981322	0.658001	0.933478	0.543890	0.163436	0.913061	0.709944	0.664873	
00010417	0.531334	0.928879	0.727670	0.458649	0.204706	0.718481	0.227187	0.087178	0.391261	0.773152	
00010418	0.325146	0.672717	0.857321	0.199989	0.040527	0.372790	0.043076	0.552483	0.292741	0.954586	
00010419	0.105629	0.372332	0.991843	0.196520	0.542399	0.240192	0.298197	0.858960	0.988986	0.791723	
00010420	0.610959	0.405696	0.759460	0.693574	0.004382	0.668806	0.473402	0.411662	0.894988	0.352266	
00010421	0.778802	0.438824	0.146041	0.747417	0.575897	0.036679	0.343707	0.410058	0.116598	0.646818	
00010422	0.423453	0.678649	0.326305	0.543334	0.446139	0.385584	0.828788	0.658222	0.892288	0.061701	
00010423	0.090823	0.465070	0.028786	0.525856	0.846512	0.783060	0.142740	0.324513	0.634006	0.097546	
00010424	0.266471	0.953264	0.694551	0.406714	0.593417	0.343480	0.087443	0.151271	0.947882	0.686804	
00010425	0.153657	0.354698	0.958757	0.556972	0.053294	0.566018	0.906387	0.443100	0.432304	0.917263	
00010426	0.281005	0.339021	0.729047	0.730631	0.687592	0.318262	0.903755	0.976463	0.432264	0.402166	
00010427	0.440085	0.895860	0.736754	0.293512	0.128639	0.993082	0.234562	0.839012	0.889054	0.179989	
00010428	0.527143	0.545434	0.174611	0.784555	0.941518	0.027324	0.507804	0.269476	0.884531	0.067488	
00010429	0.457424	0.749284	0.355410	0.075819	0.038981	0.272539	0.550627	0.271195	0.496140	0.069967	
00010430	0.875372	0.124877	0.574649	0.471680	0.705453	0.502337	0.638331	0.530974	0.314346	0.904193	
00010431	0.518052	0.453235	0.459945	0.399156	0.765833	0.369673	0.572790	0.693255	0.340040	0.426300	
00010432	0.943623	0.074749	0.833725	0.911112	0.701149	0.221938	0.531469	0.419949	0.494403	0.415518	
00010433	0.637709	0.663341	0.815444	0.428022	0.394765	0.386383	0.919103	0.604731	0.148674	0.541247	
00010434	0.957694	0.703652	0.323952	0.945084	0.893526	0.804266	0.015941	0.601994	0.037345	0.813620	
00010435	0.240707	0.918951	0.461684	0.404529	0.469748	0.784626	0.207333	0.846799	0.890044	0.492230	
00010436	0.676122	0.660072	0.673959	0.242497	0.615590	0.655413	0.582757	0.271496	0.087180	0.398024	
00010437	0.289065	0.690105	0.595226	0.872619	0.130738	0.357426	0.741225	0.382616	0.187232	0.344218	
00010438	0.671808	0.853724	0.134387	0.493988	0.835250	0.339016	0.526429	0.857878	0.667404	0.899456	
00010439	0.695140	0.467902	0.019492	0.423574	0.446772	0.052700	0.957767	0.207329	0.310348	0.270661	
00010440	0.067993	0.458479	0.125108	0.552366	0.921644	0.862862	0.985954	0.137495	0.859730	0.706665	
00010441	0.254790	0.806104	0.223276	0.248569	0.770402	0.073851	0.798410	0.866618	0.726768	0.461615	
00010442	0.224040	0.824767	0.449137	0.257159	0.215094	0.684605	0.727253	0.774954	0.055186	0.608859	
00010443	0.667833	0.190436	0.534532	0.209735	0.141295	0.573587	0.156387	0.763324	0.737521	0.912786	
00010444	0.844392	0.025673	0.990390	0.580623	0.112980	0.430952	0.848998	0.594768	0.694332	0.652504	
00010445	0.344462	0.056815	0.717347	0.835151	0.224713	0.486191	0.051551	0.316310	0.904357	0.655104	
00010446	0.780520	0.142936	0.980057	0.852660	0.221905	0.678527	0.644259	0.635042	0.920175	0.952985	
00010447	0.675332	0.171419	0.053738	0.643897	0.221952	0.203212	0.441882	0.748612	0.316622	0.995053	
00010448	0.006715	0.625845	0.636874	0.985008	0.447052	0.368278	0.013319	0.880131	0.466509	0.651613	
00010449	0.602170	0.029515	0.960382	0.978982	0.309707	0.759893	0.148039	0.383435	0.137581	0.704742	
00010450	0.386771	0.472332	0.269923	0.682626	0.818208	0.105001	0.617940	0.099847	0.094096	0.218617	
